"","sp","country","invasive"
"10593","Acer platanoides","france","native"
"10594","Acer platanoides","georgia","native"
"10595","Acer platanoides","germany","native"
"10596","Acer platanoides","greece","native"
"10597","Acer platanoides","hungary","native"
"10598","Acer platanoides","iran, islamic republic of","native"
"10599","Acer platanoides","italy","native"
"10600","Acer platanoides","kyrgyzstan","native"
"10601","Acer platanoides","latvia","native"
"10602","Acer platanoides","lithuania","native"
"10603","Acer platanoides","norway","native"
"10604","Acer platanoides","poland","native"
"10605","Acer platanoides","romania","native"
"10606","Acer platanoides","russian federation","native"
"10607","Acer platanoides","spain","native"
"10608","Acer platanoides","sweden","native"
"10609","Acer platanoides","switzerland","native"
"10610","Acer platanoides","tajikistan","native"
"10611","Castor canadensis","argentina","invasive"
"10612","Castor canadensis","austria","invasive"
"10613","Castor canadensis","chile","invasive"
"10614","Castor canadensis","finland","invasive"
"10615","Castor canadensis","france","invasive"
"10616","Castor canadensis","germany","invasive"
"10617","Castor canadensis","mexico","invasive"
"10618","Castor canadensis","poland","invasive"
"10619","Castor canadensis","russian federation","invasive"
"10620","Castor canadensis","canada","native"
"10621","Castor canadensis","mexico","native"
"10622","Castor canadensis","united states","native"
"10623","Cichla ocellaris","belize","invasive"
"10624","Cichla ocellaris","bolivia","invasive"
"10625","Cichla ocellaris","dominican republic","invasive"
"10626","Cichla ocellaris","ecuador","invasive"
"10627","Cichla ocellaris","france","invasive"
"10628","Cichla ocellaris","guam","invasive"
"10629","Cichla ocellaris","panama","invasive"
"10630","Cichla ocellaris","peru","invasive"
"10631","Cichla ocellaris","puerto rico","invasive"
"10632","Cichla ocellaris","singapore","invasive"
"10633","Cichla ocellaris","united states","invasive"
"10634","Cichla ocellaris","amazon basin","native"
"10635","Cichla ocellaris","brazil","native"
"10636","Cichla ocellaris","colombia","native"
"10637","Cichla ocellaris","french guiana","native"
"10638","Cichla ocellaris","guyana","native"
"10639","Cichla ocellaris","la plata basin","native"
"10640","Cichla ocellaris","orinoco basin","native"
"10641","Cichla ocellaris","suriname","native"
"10642","Cichla ocellaris","venezuela","native"
"10643","Eugenia uniflora","american samoa","invasive"
"10644","Eugenia uniflora","australia","invasive"
"10645","Eugenia uniflora","bahamas","invasive"
"10646","Eugenia uniflora","bermuda","invasive"
"10647","Eugenia uniflora","cayman islands","invasive"
"10648","Eugenia uniflora","christmas island","invasive"
"10649","Eugenia uniflora","cook islands","invasive"
"10650","Eugenia uniflora","cuba","invasive"
"10651","Eugenia uniflora","dominican republic","invasive"
"10652","Eugenia uniflora","fiji","invasive"
"10653","Eugenia uniflora","french polynesia","invasive"
"10654","Eugenia uniflora","guadeloupe","invasive"
"10655","Eugenia uniflora","haiti","invasive"
"10656","Eugenia uniflora","india","invasive"
"10657","Eugenia uniflora","indonesia","invasive"
"10658","Eugenia uniflora","italy","invasive"
"10659","Eugenia uniflora","jamaica","invasive"
"10660","Eugenia uniflora","marshall islands","invasive"
"10661","Eugenia uniflora","martinique","invasive"
"10662","Eugenia uniflora","micronesia, federated states of","invasive"
"10663","Eugenia uniflora","new caledonia","invasive"
"10664","Eugenia uniflora","niue","invasive"
"10665","Eugenia uniflora","norfolk island","invasive"
"10666","Eugenia uniflora","northern mariana islands","invasive"
"10667","Eugenia uniflora","papua new guinea","invasive"
"10668","Eugenia uniflora","pitcairn","invasive"
"10669","Eugenia uniflora","puerto rico","invasive"
"10670","Eugenia uniflora","reunion","invasive"
"10671","Eugenia uniflora","saint barthelemy","invasive"
"10672","Eugenia uniflora","samoa","invasive"
"10673","Eugenia uniflora","tonga","invasive"
"10674","Eugenia uniflora","united states","invasive"
"10675","Eugenia uniflora","united states minor outlying islands","invasive"
"10676","Eugenia uniflora","virgin islands, u.s.","invasive"
"10677","Eugenia uniflora","argentina","native"
"10678","Eugenia uniflora","belize","native"
"10679","Eugenia uniflora","bolivia","native"
"10680","Eugenia uniflora","brazil","native"
"10681","Eugenia uniflora","colombia","native"
"10682","Eugenia uniflora","costa rica","native"
"10683","Eugenia uniflora","el salvador","native"
"10684","Eugenia uniflora","french guiana","native"
"10685","Eugenia uniflora","guatemala","native"
"10686","Eugenia uniflora","guyana","native"
"10687","Eugenia uniflora","mexico","native"
"10688","Eugenia uniflora","nicaragua","native"
"10689","Eugenia uniflora","panama","native"
"10690","Eugenia uniflora","paraguay","native"
"10691","Eugenia uniflora","peru","native"
"10692","Eugenia uniflora","portugal","native"
"10693","Eugenia uniflora","suriname","native"
"10694","Eugenia uniflora","uruguay","native"
"10695","Eugenia uniflora","venezuela","native"
"10696","Nymphaea odorata","united states","invasive"
"10697","Nymphaea odorata","bahamas","native"
"10698","Nymphaea odorata","canada","native"
"10699","Nymphaea odorata","cuba","native"
"10700","Nymphaea odorata","el salvador","native"
"10701","Nymphaea odorata","honduras","native"
"10702","Nymphaea odorata","mexico","native"
"10703","Nymphaea odorata","nicaragua","native"
"10704","Nymphaea odorata","puerto rico","native"
"10705","Nymphaea odorata","united states","native"
"10706","Morone americana","bay of quinte","invasive"
"10707","Morone americana","great lakes","invasive"
"10708","Morone americana","lake champlain","invasive"
"10709","Morone americana","lake erie","invasive"
"10710","Morone americana","lake huron","invasive"
"10711","Morone americana","lake michigan","invasive"
"10712","Morone americana","lake ontario","invasive"
"10713","Morone americana","lake st. clair","invasive"
"10714","Morone americana","lake superior","invasive"
"10715","Morone americana","united states","invasive"
"10716","Morone americana","united states","native"
"10717","Phyllorhiza punctata","atlantic basin","invasive"
"10718","Phyllorhiza punctata","atlantic - western central","invasive"
"10719","Phyllorhiza punctata","australia","invasive"
"10720","Phyllorhiza punctata","brazil","invasive"
"10721","Phyllorhiza punctata","mediterranean & black sea","invasive"
"10722","Phyllorhiza punctata","philippines","invasive"
"10723","Phyllorhiza punctata","puerto rico","invasive"
"10724","Phyllorhiza punctata","united states","invasive"
"10725","Phyllorhiza punctata","australia","native"
"10726","Phyllorhiza punctata","south east asia","native"
"10727","Rubus discolor","australia","invasive"
"10728","Rubus discolor","canada","invasive"
"10729","Rubus discolor","new zealand","invasive"
"10730","Rubus discolor","south africa","invasive"
"10731","Rubus discolor","united states","invasive"
"10732","Rubus discolor","austria","native"
"10733","Rubus discolor","bulgaria","native"
"10734","Rubus discolor","france","native"
"10735","Rubus discolor","hungary","native"
"10736","Rubus discolor","morocco","native"
"10737","Rubus discolor","portugal","native"
"10738","Rubus discolor","spain","native"
"10739","Lepidium latifolium","australia","invasive"
"10740","Lepidium latifolium","canada","invasive"
"10741","Lepidium latifolium","mexico","invasive"
"10742","Lepidium latifolium","united states","invasive"
"10743","Lepidium latifolium","afghanistan","native"
"10744","Lepidium latifolium","africa","native"
"10745","Lepidium latifolium","albania","native"
"10746","Lepidium latifolium","algeria","native"
"10747","Lepidium latifolium","austria","native"
"10748","Lepidium latifolium","azerbaijan","native"
"10749","Lepidium latifolium","belarus","native"
"10750","Lepidium latifolium","belgium","native"
"10751","Lepidium latifolium","bulgaria","native"
"10752","Lepidium latifolium","china","native"
"10753","Lepidium latifolium","cyprus","native"
"10754","Lepidium latifolium","czech republic","native"
"10755","Lepidium latifolium","denmark","native"
"10756","Lepidium latifolium","egypt","native"
"10757","Lepidium latifolium","ex-yugoslavia","native"
"10758","Lepidium latifolium","france","native"
"10759","Lepidium latifolium","germany","native"
"10760","Lepidium latifolium","greece","native"
"10761","Lepidium latifolium","hungary","native"
"10762","Lepidium latifolium","india","native"
"10763","Lepidium latifolium","iran, islamic republic of","native"
"10764","Lepidium latifolium","iraq","native"
"10765","Lepidium latifolium","ireland","native"
"10766","Lepidium latifolium","israel","native"
"10767","Lepidium latifolium","italy","native"
"10768","Lepidium latifolium","jordan","native"
"10769","Lepidium latifolium","kazakhstan","native"
"10770","Lepidium latifolium","lebanon","native"
"10771","Lepidium latifolium","morocco","native"
"10772","Lepidium latifolium","netherlands","native"
"10773","Lepidium latifolium","pakistan","native"
"10774","Lepidium latifolium","poland","native"
"10775","Lepidium latifolium","portugal","native"
"10776","Lepidium latifolium","romania","native"
"10777","Lepidium latifolium","spain","native"
"10778","Lepidium latifolium","sweden","native"
"10779","Lepidium latifolium","switzerland","native"
"10780","Lepidium latifolium","syrian arab republic","native"
"10781","Lepidium latifolium","turkey","native"
"10782","Lepidium latifolium","turkmenistan","native"
"10783","Lepidium latifolium","ukraine","native"
"10784","Lepidium latifolium","united kingdom","native"
"10785","Lepidium latifolium","uzbekistan","native"
"10786","Mimosa diplotricha","american samoa","invasive"
"10787","Mimosa diplotricha","australia","invasive"
"10788","Mimosa diplotricha","burundi","invasive"
"10789","Mimosa diplotricha","cambodia","invasive"
"10790","Mimosa diplotricha","christmas island","invasive"
"10791","Mimosa diplotricha","cook islands","invasive"
"10792","Mimosa diplotricha","fiji","invasive"
"10793","Mimosa diplotricha","french polynesia","invasive"
"10794","Mimosa diplotricha","guam","invasive"
"10795","Mimosa diplotricha","india","invasive"
"10796","Mimosa diplotricha","malaysia","invasive"
"10797","Mimosa diplotricha","mauritius","invasive"
"10798","Mimosa diplotricha","mayotte","invasive"
"10799","Mimosa diplotricha","micronesia, federated states of","invasive"
"10800","Mimosa diplotricha","new caledonia","invasive"
"10801","Mimosa diplotricha","new guinea","invasive"
"10802","Mimosa diplotricha","nigeria","invasive"
"10803","Mimosa diplotricha","niue","invasive"
"10804","Mimosa diplotricha","northern mariana islands","invasive"
"10805","Mimosa diplotricha","palau","invasive"
"10806","Mimosa diplotricha","papua new guinea","invasive"
"10807","Mimosa diplotricha","philippines","invasive"
"10808","Mimosa diplotricha","reunion","invasive"
"10809","Mimosa diplotricha","samoa","invasive"
"10810","Mimosa diplotricha","solomon islands","invasive"
"10811","Mimosa diplotricha","thailand","invasive"
"10812","Mimosa diplotricha","vanuatu","invasive"
"10813","Mimosa diplotricha","viet nam","invasive"
"10814","Mimosa diplotricha","wallis and futuna","invasive"
"10815","Daphnia lumholtzi","brazil","invasive"
"10816","Daphnia lumholtzi","canada","invasive"
"10817","Daphnia lumholtzi","lake erie","invasive"
"10818","Daphnia lumholtzi","lake superior","invasive"
"10819","Daphnia lumholtzi","united kingdom","invasive"
"10820","Daphnia lumholtzi","united states","invasive"
"10821","Daphnia lumholtzi","africa","native"
"10822","Daphnia lumholtzi","australia","native"
"10823","Daphnia lumholtzi","india","native"
"10824","Lygodium japonicum","mexico","invasive"
"10825","Lygodium japonicum","puerto rico","invasive"
"10826","Lygodium japonicum","united states","invasive"
"10827","Lygodium japonicum","australia","native"
"10828","Lygodium japonicum","bhutan","native"
"10829","Lygodium japonicum","cambodia","native"
"10830","Lygodium japonicum","china","native"
"10831","Lygodium japonicum","hong kong","native"
"10832","Lygodium japonicum","india","native"
"10833","Lygodium japonicum","indonesia","native"
"10834","Lygodium japonicum","japan","native"
"10835","Lygodium japonicum","korea, democratic people's republic of","native"
"10836","Lygodium japonicum","korea, republic of","native"
"10837","Lygodium japonicum","lao people's democratic republic","native"
"10838","Lygodium japonicum","malaysia","native"
"10839","Lygodium japonicum","nepal","native"
"10840","Lygodium japonicum","new caledonia","native"
"10841","Lygodium japonicum","new zealand","native"
"10842","Lygodium japonicum","papua new guinea","native"
"10843","Lygodium japonicum","philippines","native"
"10844","Lygodium japonicum","singapore","native"
"10845","Lygodium japonicum","sri lanka","native"
"10846","Lygodium japonicum","taiwan","native"
"10847","Lygodium japonicum","thailand","native"
"10848","Lygodium japonicum","viet nam","native"
"10849","Ricinus communis","albania","invasive"
"10850","Ricinus communis","american samoa","invasive"
"10851","Ricinus communis","anguilla","invasive"
"10852","Ricinus communis","argentina","invasive"
"10853","Ricinus communis","australia","invasive"
"10854","Ricinus communis","bahamas","invasive"
"10855","Ricinus communis","bermuda","invasive"
